,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridium (sensu stricto),Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Weissella et rel.,Vibrio,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Eubacterium siraeum et rel.,0.15884425651867512,-0.00718816067653277,-0.08372093023255814,0.492600422832981,0.15701198026779423,0.5914023960535588,0.039182522903453136,-0.1003523608174771,-0.23692741367159972,0.18675123326286117,0.09443269908386187,0.11162790697674418,-0.23875968992248062,0.045243128964059194,0.17829457364341086,-0.011980267794221282,0.17547568710359407,0.3010570824524313,0.18407329105003523,0.24721634954193095,0.10599013389711064,0.33446088794926004,0.2441155743481325,0.3389711064129669,0.0038054968287526427,0.18618745595489783,0.13756166314305848,-0.18858350951374206,-0.06821705426356589,-0.13136011275546158,0.2721634954193094,0.11867512332628612,0.06356589147286822,0.4365045806906272,0.15081042988019733,-0.1587033121916843,0.16673713883016208,0.3295278365045807,0.2386187455954898,-0.3004933051444679,0.24186046511627907,0.007610993657505285,-0.37026074700493306,0.2507399577167019,-0.08851303735024665,0.06793516560958421,0.03143058491895701,-0.02156448202959831,-0.2452431289640592,0.10387596899224806,0.03551797040169133,-0.20126849894291754,-0.21282593375616632,0.08400281888653982,-0.032840028188865396,-0.08555320648343905,0.14545454545454545,-0.13192389006342495,0.023114869626497534,-0.006342494714587738,0.10443974630021141,-0.18266384778012684,1.0,-0.29372797744890766,-0.12755461592670894,0.05299506694855532,0.08118393234672304,-0.05440451021846371,0.1758985200845666,0.12558139534883722,0.07526427061310782,-0.1875968992248062,-0.19689922480620156,0.09062720225510923,0.07568710359408033,0.03509513742071882,0.20887949260042282,0.23875968992248062,0.04284707540521494,0.18646934460887948,-0.2091613812544045,0.18675123326286117,0.008738548273431995,-0.003664552501761804,0.10021141649048626,-0.028329809725158563,0.2091613812544045,0.21324876673713883,-0.26666666666666666,0.381677237491191,-0.2346723044397463,0.04256518675123326,0.13587033121916842,0.04622973925299507,0.0737138830162086,0.013812544045102185,-0.025088090204369275,-0.028188865398167725,0.057928118393234675,0.2599013389711064,0.1276955602536998,-0.01916842847075405,0.16885130373502466,-0.01945031712473573,0.27864693446088795,0.17561663143058492,-0.2617336152219873,-0.38717406624383366,-0.1485553206483439,0.2021141649048626,0.2785059901338971,-0.06483439041578576,-0.00718816067653277,-0.022832980972515855,0.021000704721634955,0.2025369978858351,0.1416490486257928,0.20267794221282592,0.10739957716701903,0.26102889358703313,0.4022551092318534,0.5739252995066949,0.5505285412262156,-0.056659619450317125,-0.032276250880902045,0.09302325581395349,0.18844256518675123,-0.11740662438336857,-0.35433403805496827,-0.04129668780831572
Eubacterium ventriosum et rel.,0.07357293868921776,0.4590556730091614,0.2652572233967583,0.03861874559548978,0.24256518675123326,-0.351092318534179,0.222692036645525,0.2845665961945032,0.4656800563777308,-0.1730796335447498,0.23932346723044398,0.3478505990133897,0.1102184637068358,0.31148696264975334,-0.05567300916138125,0.3006342494714588,-0.14418604651162792,-0.31331923890063423,-0.1653276955602537,-0.17829457364341086,0.07568710359408033,-0.15377026074700492,-0.346723044397463,-0.5289640591966174,-0.3269908386187456,0.03819591261451727,0.1455954897815363,0.38816067653276953,0.11050035236081748,0.11937984496124031,0.06483439041578576,0.16363636363636364,-0.16504580690627202,-0.22424242424242424,-0.01719520789288231,0.46370683579985905,-0.18562367864693446,-0.07202255109231853,-0.022128259337561663,0.18646934460887948,0.08668076109936575,0.22959830866807612,0.6021141649048626,-0.06638477801268498,0.3736434108527132,0.1967582804792107,0.04129668780831572,0.13995771670190274,0.32825933756166314,0.2339675828047921,0.07455954897815363,0.030303030303030304,0.4311486962649753,0.10810429880197323,0.2536997885835095,0.3678646934460888,0.15038759689922482,0.008597603946441155,0.2149400986610289,0.2988019732205779,0.3945031712473573,0.5116279069767442,-0.29372797744890766,1.0,-0.02452431289640592,0.27568710359408033,0.3271317829457364,0.4376321353065539,0.08259337561663144,0.18336856941508103,-0.04312896405919662,0.0755461592670895,0.31219168428470756,0.30486257928118393,0.16448202959830865,0.2797744890768147,0.37068357998590556,-0.020859760394644114,0.4263565891472868,0.053417899929527835,0.3024665257223397,0.10077519379844961,0.23805496828752643,0.07329105003523609,0.17815362931642,0.16631430584918958,0.13995771670190274,0.11543340380549683,0.4288935870331219,0.03185341789992953,0.13474277660324172,-0.009725158562367865,0.023819591261451726,0.17547568710359407,0.2124031007751938,0.346723044397463,-0.007892882311486963,-0.0711768851303735,-0.21522198731501058,-0.12896405919661733,0.18294573643410852,0.3647639182522903,0.04059196617336152,0.007751937984496124,-0.26272022551092317,-0.24792107117688514,0.321353065539112,0.2500352360817477,0.40563777307963356,0.0594785059901339,-0.06765327695560254,0.2504580690627202,0.22607470049330514,0.14728682170542637,0.17406624383368569,0.008879492600422832,0.0054968287526427064,-0.10077519379844961,-0.02452431289640592,0.2692036645525018,-0.1591261451726568,-0.3103594080338266,-0.16518675123326287,0.056659619450317125,-0.07202255109231853,0.24214235377026075,0.2069062720225511,0.3040169133192389,0.19041578576462298,0.11937984496124031
Faecalibacterium prausnitzii et rel.,-0.23749119097956306,-0.05496828752642706,0.008315715292459478,-0.5866102889358703,0.08879492600422834,-0.36180408738548275,-0.010711768851303736,-0.3333333333333333,-0.2863988724453841,-0.14799154334038056,-0.431430584918957,-0.3409443269908386,-0.09372797744890768,-0.009866102889358703,0.012684989429175475,-0.37970401691331923,-0.12219873150105708,-0.2708949964763918,0.06638477801268498,-0.11416490486257928,-0.03326286116983791,-0.501338971106413,-0.2962649753347428,-0.03861874559548978,-0.17984496124031008,-0.10119802677942213,-0.0711768851303735,0.13150105708245244,-0.06046511627906977,-0.09471458773784355,0.46807610993657506,-0.037209302325581395,0.44298801973220575,0.02156448202959831,0.06088794926004228,0.008456659619450317,0.1331923890063425,-0.1262861169837914,-0.2504580690627202,-0.15828047921071176,-0.51092318534179,-0.3265680056377731,0.021141649048625793,-0.14996476391825228,-0.14263565891472868,-0.05891472868217054,0.3219168428470754,-0.0009866102889358704,0.0266384778012685,-0.057223396758280476,-0.18308668076109938,-0.31585623678646935,-0.2770965468639887,-0.4249471458773784,-0.2748414376321353,-0.2865398167723749,-0.27653276955602535,0.40169133192389006,-0.3513742071881607,-0.4164904862579281,-0.42198731501057085,0.5372797744890768,-0.12755461592670894,-0.02452431289640592,1.0,0.04186046511627907,0.08738548273431994,-0.04679351656095842,-0.2737138830162086,-0.06229739252995067,-0.33699788583509516,0.5733615221987315,0.17054263565891473,0.08513037350246652,-0.05116279069767442,0.011980267794221282,-0.36772374911909794,-0.20084566596194503,-0.09090909090909091,-0.20451021846370684,0.1357293868921776,-0.024101479915433405,-0.1795630725863284,0.10458069062720225,-0.06807610993657505,-0.16913319238900634,-0.07892882311486962,-0.23650458069062721,-0.03199436222692037,-0.3004933051444679,0.44552501761804086,0.045243128964059194,-0.19097956307258632,-0.17293868921775898,0.005637773079633545,0.18097251585623678,0.3788583509513742,0.47033121916842846,0.23819591261451725,-0.1719520789288231,-0.2157857646229739,-0.07935165609584215,-0.146723044397463,0.40479210711768854,0.043410852713178294,0.13699788583509515,-0.0952783650458069,0.17547568710359407,-0.3465821000704722,-0.30133897110641295,-0.02762508809020437,-0.21226215644820295,-0.23114869626497533,-0.261169837914024,-0.24045102184637068,-0.36758280479210714,0.05271317829457364,-0.06004228329809725,-0.1916842847075405,0.14841437632135307,0.29809725158562367,-0.027202255109231854,0.08583509513742071,-0.29936575052854125,0.23523608174770966,-0.24326990838618745,-0.3839323467230444,0.2631430584918957,0.06060606060606061,-0.14799154334038056
Fusobacteria,0.7048625792811839,0.4773784355179704,0.6668076109936575,0.04820295983086681,0.8180408738548274,0.024101479915433405,0.8498942917547568,0.5753347427766032,0.23227625088090204,0.0927413671599718,0.21846370683579985,0.3704016913319239,0.7174066243833686,0.9307963354474983,0.23495419309372798,0.634954193093728,0.191261451726568,-0.19182522903453136,0.15123326286116984,0.19957716701902747,0.07188160676532769,-0.17054263565891473,-0.07780126849894292,-0.13671599718111346,-0.21620859760394645,0.7880197322057787,0.9172656800563778,0.4980972515856237,0.18816067653276955,0.6315715292459478,0.2558139534883721,0.9134601832276251,0.0346723044397463,0.3835095137420719,-0.06666666666666667,0.2708949964763918,-0.2018322762508809,0.6119802677942213,0.04622973925299507,0.1014799154334038,0.07159971811134602,0.46018322762508806,0.48414376321353064,0.4807610993657505,0.5247357293868922,0.9030303030303031,0.11064129668780831,0.5106412966878083,0.23481324876673715,0.9164200140944327,0.834954193093728,0.173784355179704,0.27681465821000706,0.3271317829457364,0.5914023960535588,0.6790697674418604,0.49386892177589853,-0.2773784355179704,0.5984496124031008,-0.11472868217054263,0.5164200140944327,0.17618040873854826,0.05299506694855532,0.27568710359408033,0.04186046511627907,1.0,0.5825229034531361,0.2693446088794926,0.023960535588442564,0.9181113460183228,0.4505990133897111,-0.07315010570824525,-0.08597603946441155,0.7612403100775194,0.6286116983791402,0.7231853417899929,0.46737138830162084,0.3145877378435518,0.6608879492600422,0.7813953488372093,0.7355884425651867,0.7620859760394644,0.8656800563777308,0.7455954897815363,0.8944326990838619,0.7102184637068358,0.765891472868217,-0.15193798449612403,0.08696264975334743,0.3709654686398872,0.35574348132487665,0.0941508104298802,-0.13403805496828752,0.7980267794221283,0.8745595489781536,0.4944326990838619,-0.13558844256518676,0.013953488372093023,0.1668780831571529,-0.02353770260747005,0.8677942212825934,0.8283298097251586,0.14207188160676532,0.05313601127554616,-0.1306553911205074,0.11529245947850598,0.03199436222692037,0.1405214940098661,0.28414376321353063,-0.10909090909090909,-0.07145877378435518,0.8273431994362227,0.2405919661733615,0.3653276955602537,0.31176885130373505,0.06286116983791402,0.5298097251585624,0.17815362931642,0.19309372797744892,0.7116279069767442,0.013530655391120507,0.06920366455250176,0.06990838618745596,0.36800563777307965,0.4098661028893587,0.5251585623678647,0.5199436222692037,0.5004933051444679,0.6621564482029598,0.8166314305849189
Gemella,0.4156448202959831,0.6434108527131783,0.5485553206483439,0.07131782945736434,0.47470049330514447,0.019027484143763214,0.6544045102184637,0.5667371388301621,0.1839323467230444,-0.036645525017618044,0.09006342494714588,0.33530655391120506,0.5190979563072586,0.5313601127554616,0.21042988019732206,0.49837914023960533,0.14587737843551796,-0.0948555320648344,0.16194503171247357,0.2975334742776603,0.03551797040169133,-0.17716701902748413,-0.10091613812544045,-0.030866807610993658,-0.23960535588442566,0.646370683579986,0.6197322057787175,0.3798449612403101,0.010007047216349542,0.49119097956307256,0.2164904862579281,0.6026779422128259,0.24143763213530656,0.24157857646229738,-0.2310077519379845,0.46694855532064833,-0.12614517265680056,0.4355179704016913,-0.1164200140944327,0.029034531360112754,0.12656800563777307,0.5377026074700493,0.40479210711768854,0.2780831571529246,0.5023255813953489,0.5207892882311487,-0.024947145877378434,0.5429175475687104,0.06511627906976744,0.5816772374911909,0.5367159971811135,0.008456659619450317,0.39957716701902746,-0.002959830866807611,0.35532064834390414,0.48231148696264975,0.35574348132487665,-0.3182522903453136,0.39760394644115576,-0.014799154334038054,0.5364341085271318,0.30274841437632133,0.08118393234672304,0.3271317829457364,0.08738548273431994,0.5825229034531361,1.0,0.5324876673713883,0.11529245947850598,0.6145172656800564,0.3130373502466526,-0.06596194503171247,0.12910500352360818,0.5749119097956307,0.4806201550387597,0.5207892882311487,0.3722339675828048,0.16222692036645525,0.5044397463002114,0.440169133192389,0.41183932346723046,0.7157152924594785,0.5816772374911909,0.43622269203664554,0.5594080338266385,0.5105003523608175,0.6050739957716702,-0.19281183932346724,0.09584214235377025,0.1675828047921071,0.3031712473572939,0.04284707540521494,-0.26976744186046514,0.6583509513742072,0.711768851303735,0.4040873854827343,-0.2814658210007047,-0.13953488372093023,-0.04806201550387597,-0.03185341789992953,0.596476391825229,0.5382663847780127,0.27512332628611696,-0.18590556730091615,-0.22241014799154335,-0.04115574348132488,0.010993657505285413,0.31317829457364343,0.39548978153629316,0.04439746300211417,-0.2219873150105708,0.5973220577871741,0.4434108527131783,0.4916138125440451,0.4997885835095137,-0.2824524312896406,0.4958421423537703,0.20451021846370684,0.34587737843551797,0.5485553206483439,-0.09541930937279774,-0.1668780831571529,-0.11176885130373503,0.1303735024665257,0.3744890768146582,0.5712473572938689,0.346723044397463,0.43227625088090205,0.6187455954897816,0.5202255109231854
Granulicatella,0.2727272727272727,0.9081042988019732,0.38266384778012685,0.003946441155743482,0.2215644820295983,-0.15630725863284003,0.25243128964059197,0.5520789288231148,0.3567300916138125,-0.17618040873854826,0.15602536997885835,0.4948555320648344,0.2755461592670895,0.31275546159267087,0.008033826638477801,0.546723044397463,-0.13417899929527838,-0.0463706835799859,-0.07484143763213531,-0.08259337561663144,-0.1726568005637773,-0.055391120507399576,-0.4276250880902044,-0.26229739252995066,-0.37237491190979566,0.3457364341085271,0.19647639182522902,0.47300916138125443,-0.14291754756871036,0.35419309372797747,0.08837209302325581,0.18914728682170542,0.12248062015503876,-0.15306553911205073,-0.13840732910500353,0.39915433403805495,-0.03199436222692037,0.04298801973220578,-0.11670190274841438,0.1076814658210007,0.13305144467935165,0.5088090204369274,0.4294573643410853,0.20549682875264272,0.4806201550387597,0.13601127554615927,-0.2032417195207893,0.2894996476391825,0.22565186751233263,0.3299506694855532,0.14686398872445383,-0.08259337561663144,0.6064834390415785,0.16744186046511628,0.09288231148696265,0.6345313601127555,0.23312191684284708,-0.2769556025369979,0.3775898520084567,0.34432699083861873,0.6575052854122622,0.26948555320648343,-0.05440451021846371,0.4376321353065539,-0.04679351656095842,0.2693446088794926,0.5324876673713883,1.0,0.037209302325581395,0.23269908386187457,0.04792107117688513,0.040451021846370686,0.27498238195912617,0.29372797744890766,0.39985905567300917,0.31839323467230446,0.4631430584918957,0.15701198026779423,0.27639182522903455,0.20465116279069767,0.2094432699083862,0.26990838618745594,0.3651867512332629,0.09358703312191684,0.21987315010570824,0.2793516560958421,0.25116279069767444,-0.11782945736434108,0.36222692036645526,0.0408738548273432,0.24552501761804088,-0.045525017618040876,-0.21846370683579985,0.3351656095842142,0.23312191684284708,0.10317124735729387,-0.1609584214235377,-0.15038759689922482,-0.19859055673009163,-0.05919661733615222,0.3451726568005638,0.22832980972515857,0.08301620859760395,-0.16631430584918958,-0.32966878083157153,-0.1981677237491191,0.21099365750528543,0.36109936575052853,0.5945031712473573,0.03312191684284708,-0.19464411557434813,0.3767441860465116,0.5460183227625088,0.5850599013389711,0.5749119097956307,-0.1471458773784355,0.26257928118393237,0.028893587033121917,0.06568005637773079,0.31233262861169836,-0.29809725158562367,-0.3668780831571529,-0.21634954193093728,0.02945736434108527,0.1400986610288936,0.4793516560958421,0.14799154334038056,0.31811134601832275,0.289922480620155,0.14319943622269204
Haemophilus,0.05736434108527132,0.10542635658914729,0.0222692036645525,0.25651867512332627,0.19224806201550387,0.22283298097251586,0.09866102889358704,0.011698379140239605,0.03763213530655391,0.1770260747004933,0.1244538407329105,-0.10852713178294573,-0.0854122621564482,0.0408738548273432,0.13333333333333333,0.06286116983791402,-0.0989429175475687,-0.009866102889358703,-0.19929527836504582,0.21268498942917546,0.20549682875264272,0.11881606765327696,-0.08527131782945736,0.010711768851303736,0.04312896405919662,-0.01127554615926709,0.16659619450317126,-0.02762508809020437,0.0463706835799859,-0.18745595489781536,-0.050458069062720226,0.1262861169837914,-0.07033121916842847,0.2948555320648344,0.07822410147991543,-0.005355884425651868,0.2007047216349542,0.15532064834390416,0.30035236081747707,-0.001973220577871741,0.31726568005637773,-0.0383368569415081,-0.0525722339675828,-0.08597603946441155,0.005919661733615222,0.0916138125440451,-0.15828047921071176,-0.08964059196617336,0.18745595489781536,0.02875264270613108,-0.005919661733615222,-0.16842847075405215,-0.12980972515856237,0.07470049330514447,0.35785764622973926,0.17096546863988724,0.4754052149400987,-0.102184637068358,0.04059196617336152,0.09866102889358704,0.18520084566596196,-0.16053558844256519,0.1758985200845666,0.08259337561663144,-0.2737138830162086,0.023960535588442564,0.11529245947850598,0.037209302325581395,1.0,0.10274841437632136,0.5353065539112051,0.02959830866807611,0.09020436927413672,0.27681465821000706,-0.010852713178294573,0.1138830162085976,0.41226215644820297,-0.11571529245947851,0.3885835095137421,0.06638477801268498,-0.037350246652572236,0.14319943622269204,0.1262861169837914,0.03044397463002114,0.1083861874559549,0.02748414376321353,0.19210711768851305,0.31895701198026777,0.032276250880902045,0.159830866807611,-0.31219168428470756,-0.05835095137420719,0.18632840028188866,0.06427061310782241,0.14432699083861875,-0.01916842847075405,-0.06948555320648343,-0.32389006342494714,-0.23227625088090204,-0.010993657505285413,-0.011416490486257928,0.1963354474982382,0.8758280479210712,-0.19929527836504582,0.12642706131078224,0.106553911205074,-0.04242424242424243,0.006342494714587738,0.14460887949260043,0.9698379140239606,0.30429880197322057,0.030866807610993658,-0.07470049330514447,-0.050317124735729385,-0.04806201550387597,0.261169837914024,0.12656800563777307,0.12177589852008457,0.4404510218463707,0.09062720225510923,0.2587737843551797,0.3095137420718816,0.3692741367159972,-0.11472868217054263,0.19422128259337562,-0.004228329809725159,0.5623678646934461,-0.2796335447498238,-0.017618040873854827,0.23002114164904863
Helicobacter,0.7450317124735729,0.41550387596899224,0.6825933756166315,0.195630725863284,0.7581395348837209,0.14446793516560957,0.8675123326286117,0.6124031007751938,0.257646229739253,0.15532064834390416,0.3076814658210007,0.3426356589147287,0.7157152924594785,0.8782241014799155,0.21127554615926708,0.6587737843551797,0.21550387596899226,-0.22692036645525018,0.18844256518675123,0.2665257223396758,0.04876673713883016,-0.14249471458773785,0.01127554615926709,-0.11853417899929528,-0.14531360112755462,0.7434813248766737,0.9247357293868922,0.42381959126145174,0.1602536997885835,0.57815362931642,0.15503875968992248,0.964200140944327,0.09696969696969697,0.4710359408033827,-0.13192389006342495,0.2721634954193094,-0.14446793516560957,0.66553911205074,0.05186751233262861,0.11515151515151516,0.19027484143763213,0.5272727272727272,0.44989429175475687,0.5751937984496124,0.5916842847075405,0.9207892882311487,-0.10500352360817478,0.5337561663143059,0.27427766032417195,0.8865398167723749,0.8666666666666667,0.26356589147286824,0.3083861874559549,0.3457364341085271,0.6394644115574348,0.7073995771670191,0.4773784355179704,-0.44679351656095845,0.7150105708245243,-0.03157152924594785,0.5561663143058492,0.07075405214940099,0.12558139534883722,0.18336856941508103,-0.06229739252995067,0.9181113460183228,0.6145172656800564,0.23269908386187457,0.10274841437632136,1.0,0.4793516560958421,-0.11853417899929528,-0.18985200845665962,0.7295278365045806,0.6432699083861875,0.766737138830162,0.5171247357293869,0.27512332628611696,0.6319943622269204,0.7805496828752643,0.7199436222692036,0.7846370683579986,0.8634249471458774,0.7640591966173361,0.9176885130373502,0.7016208597603947,0.8570824524312897,-0.129245947850599,-0.0009866102889358704,0.32868217054263565,0.2776603241719521,0.04763918252290345,-0.14094432699083861,0.7400986610288935,0.9134601832276251,0.4108527131782946,-0.20493305144467935,-0.05214940098661029,0.16673713883016208,-0.05088090204369274,0.8825933756166314,0.8427061310782241,0.16589147286821707,-0.025792811839323467,-0.09372797744890768,0.10429880197322058,-0.08484848484848485,0.16039464411557436,0.3823819591261452,-0.02748414376321353,-0.10190274841437633,0.8108527131782945,0.28090204369274135,0.39436222692036643,0.3625088090204369,0.09499647639182524,0.607047216349542,0.2673713883016209,0.25158562367864695,0.7079633544749824,-0.01620859760394644,0.11035940803382664,0.07709654686398873,0.45341789992952786,0.4104298801973221,0.5794221282593376,0.569415081042988,0.4806201550387597,0.677801268498943,0.8190274841437633
Klebisiella pneumoniae et rel.,0.3671599718111346,0.1916842847075405,0.3403805496828753,0.2470754052149401,0.49429175475687104,0.16109936575052855,0.42212825933756165,0.3966173361522199,0.16673713883016208,0.08851303735024665,0.28710359408033825,0.06074700493305144,0.5419309372797745,0.4064834390415786,0.2770965468639887,0.46441155743481327,0.18731501057082453,-0.05003523608174771,-0.04256518675123326,0.18985200845665962,-0.08484848484848485,-0.032135306553911204,0.040169133192389,0.09866102889358704,0.3233262861169838,0.39323467230443976,0.46074700493305143,0.06370683579985906,0.4208597603946441,0.34418604651162793,-0.36405919661733616,0.440169133192389,0.011980267794221282,0.5066948555320648,0.06990838618745596,-0.03509513742071882,0.17420718816067654,0.5003523608174771,0.19774489076814658,0.04778012684989429,0.3331923890063425,0.2372093023255814,0.07272727272727272,0.16617336152219872,0.19408033826638477,0.40831571529245947,-0.05271317829457364,0.2979563072586328,-0.05891472868217054,0.44552501761804086,0.4263565891472868,-0.15532064834390416,0.07526427061310782,0.3010570824524313,0.6171952078928823,0.44256518675123324,0.7110641296687809,-0.19605355884425651,0.3416490486257928,0.05144467935165609,0.33234672304439744,-0.4387596899224806,0.07526427061310782,-0.04312896405919662,-0.33699788583509516,0.4505990133897111,0.3130373502466526,0.04792107117688513,0.5353065539112051,0.4793516560958421,1.0,-0.3333333333333333,-0.33037350246652575,0.2507399577167019,0.2630021141649049,0.46990838618745595,0.6232558139534884,0.07723749119097956,0.45355884425651866,0.31233262861169836,0.2754052149400987,0.37815362931642,0.4930232558139535,0.3147286821705426,0.4391825229034531,0.4493305144467935,0.3461592670894996,0.04820295983086681,-0.23495419309372798,0.4121212121212121,-0.1083861874559549,-0.07075405214940099,0.17364341085271318,0.45750528541226215,0.4587737843551797,0.19915433403805496,-0.2631430584918957,-0.29809725158562367,-0.06511627906976744,0.001832276250880902,0.4686398872445384,0.4435517970401691,0.640169133192389,-0.38590556730091613,0.0916138125440451,0.03875968992248062,-0.13206483439041578,-0.005637773079633545,0.1609584214235377,0.45341789992952786,0.06849894291754757,0.47568710359408034,0.016772374911909797,0.17293868921775898,0.1164200140944327,0.2124031007751938,0.19985905567300916,-0.12755461592670894,0.27385482734319944,0.2102889358703312,0.012121212121212121,0.13079633544749825,0.08090204369274137,0.03481324876673714,0.07540521494009866,0.2797744890768147,0.6744186046511628,0.08062015503875969,0.44510218463706835,0.7303735024665258
Lachnobacillus bovis et rel.,-0.12586328400281888,0.06765327695560254,-0.015503875968992248,-0.3279774489076815,-0.02241014799154334,-0.36631430584918956,-0.014799154334038054,-0.2975334742776603,-0.11176885130373503,0.026779422128259338,-0.20098661028893586,-0.24186046511627907,-0.1696969696969697,-0.06511627906976744,0.08682170542635659,-0.2434108527131783,-0.42565186751233264,-0.1970401691331924,-0.26145172656800564,-0.30133897110641295,-0.06737138830162086,-0.41451726568005637,-0.3674418604651163,-0.19267089499647638,-0.28907681465821,-0.1083861874559549,-0.08400281888653982,0.1529245947850599,-0.06074700493305144,-0.2536997885835095,0.5833685694150811,-0.08625792811839324,0.21916842847075405,-0.1675828047921071,0.19661733615221988,0.09429175475687103,-0.0204369274136716,-0.2806201550387597,0.1076814658210007,0.11162790697674418,-0.13671599718111346,-0.16744186046511628,0.08442565186751233,-0.005355884425651868,-0.17096546863988724,-0.06610288935870332,0.14686398872445383,-0.01620859760394644,0.3275546159267089,-0.10303030303030303,-0.22931642001409444,-0.053276955602537,-0.1916842847075405,-0.12304439746300211,-0.1675828047921071,-0.2011275546159267,-0.15137420718816066,0.34193093727977447,-0.226215644820296,-0.17406624383368569,-0.19267089499647638,0.4999295278365046,-0.1875968992248062,0.0755461592670895,0.5733615221987315,-0.07315010570824525,-0.06596194503171247,0.040451021846370686,0.02959830866807611,-0.11853417899929528,-0.3333333333333333,1.0,0.32417195207892885,0.09866102889358704,0.03749119097956307,-0.03481324876673714,-0.19661733615221988,-0.24496124031007752,-0.09471458773784355,-0.08484848484848485,-0.006483439041578576,-0.059760394644115575,-0.17815362931642,0.00042283298097251583,-0.10162085976039464,-0.21634954193093728,-0.12332628611698379,0.17138830162085977,0.16476391825229034,-0.16927413671599717,0.43044397463002115,-0.19844961240310077,0.08992248062015504,-0.09640591966173362,-0.03368569415081043,-0.12783650458069062,0.2397463002114165,0.10133897110641296,-0.16814658210007047,-0.2897815362931642,-0.3047216349541931,-0.014658210007047217,-0.010993657505285413,0.480338266384778,0.008315715292459478,0.17026074700493304,-0.03185341789992953,0.30556730091613815,-0.11233262861169838,0.037068357998590554,0.31937984496124033,-0.21000704721634955,-0.016913319238900635,-0.11740662438336857,-0.12346723044397463,-0.061733615221987316,-0.06849894291754757,-0.04200140944326991,-0.1634954193093728,0.09767441860465116,0.24778012684989428,0.16885130373502466,0.23114869626497533,-0.10923185341789993,0.10824524312896405,-0.3522198731501057,-0.19957716701902747,0.0012684989429175475,0.008879492600422832,-0.20380549682875265
