"","sample-1","sample-2","sample-3","sample-4","sample-5","sample-6","sample-7","sample-8","sample-9","sample-10","sample-11","sample-12","sample-13","sample-14","sample-15","sample-16","sample-17","sample-18","sample-19","sample-20","sample-21","sample-22","sample-23","sample-24","sample-25","sample-26","sample-27","sample-28","sample-29","sample-30","sample-31","sample-32","sample-33","sample-34","sample-35","sample-36","sample-37","sample-38","sample-39","sample-40","sample-41","sample-42","sample-43","sample-44"
"Clostridium nexile et rel.",563.8354852528,610.707701773615,807.910579673534,1021.11735892885,760.528359254998,909.603076583958,830.637964185048,858.998518283972,1158.56032021878,1208.52439319075,857.596704600019,643.53397854527,602.860869109669,617.906258854043,558.644122115818,802.891600865529,964.358749665523,1070.43037661531,533.834998163351,515.156462251165,524.515274361376,506.562830375353,560.675189720411,801.663143579223,643.990358910892,566.287829292861,538.797114034921,533.349074348576,396.552120289153,405.951327069464,1071.52696484619,1064.62953682357,852.219353470305,1070.89679599773,772.111760486029,1050.87449987788,1022.61479736042,1507.06929335894,712.303396010183,845.152697077654,2048.12797530998,1333.4272465103,508.208557773631,476.619705970629
"Clostridium orbiscindens et rel.",318.216216866868,265.750548642058,183.974090636057,199.056771780141,220.18448745071,244.301567834739,281.612352406738,260.707519410713,253.95016570653,230.828604795931,293.095493260222,300.631074590598,377.374198369054,433.934728533497,235.569478176606,319.859373523823,298.716672235535,284.628391825384,382.252305593029,398.912296398527,287.138722582804,324.794125255083,216.592400317825,215.909596640639,167.846481074821,178.41508102802,507.040043252598,609.765073583581,234.667311257051,218.795582302144,267.717850761269,232.785170450371,240.66889778081,223.674064317465,140.124637583791,129.683096805186,216.735870289267,378.070050511249,284.113302991879,286.491155533255,326.232601760872,300.840793955991,374.780954033352,346.302153046422
"Clostridium ramosum et rel.",138.206232753357,135.136710449565,98.3037226359179,105.769451698258,123.195303191501,111.3690198498,72.5582964516947,71.8055680875951,176.149841978424,142.676724997732,96.4646411078285,98.656156408843,138.578982457677,187.08872318168,69.2653190333909,70.6265226047191,154.037241212576,155.931364323503,204.996598088857,187.575664206163,82.6212949517315,91.7537999882538,146.492907170356,130.335547973415,108.456198749417,117.231301033512,70.3447781987864,68.5930363220519,110.518401142017,107.057978754946,101.449576344494,114.497793500995,56.5673942250732,70.9381743092246,99.0436391148685,144.58202363293,104.986912573529,150.177869621559,104.421038165914,112.662375453329,133.469649503988,115.71542066391,129.85084153693,96.5762031153897
"Clostridium sphenoides et rel.",675.872493744545,750.125746825739,484.434003527679,399.200530584142,470.962795160782,559.177374245839,848.369778012889,676.699237704758,747.774580374429,718.027295588195,847.648604102144,634.019045079908,666.850954463128,726.849928085915,342.195556960044,308.090448405652,623.423134643373,529.64025769277,348.202368813152,275.147920974816,396.598744476744,335.374642047291,484.974714345044,618.642998744851,478.859040936666,548.266384812332,171.164854833218,171.461716699941,484.994314610986,454.674890463758,382.125428637617,431.141510629412,399.347371362381,578.76227450632,590.195237802058,653.495359477815,496.532248245976,509.778223325626,269.213063108125,332.639259427727,645.202723791,671.002574268748,457.771296961483,495.253115223394
"Clostridium stercorarium et rel.",103.676201213734,138.536160916691,132.534033562358,169.182025933987,134.089441741511,123.886210107937,102.592731571372,108.585876082801,132.794884771587,124.43991533558,138.317672501286,130.549091272709,118.777555180129,85.9736605651682,101.706651434413,82.174680249636,131.042661821885,150.752629082972,173.367115258842,208.324603349358,140.330923845901,118.443114831476,85.2502682961288,117.921725810613,112.260684296445,108.168498577648,86.1422479529805,92.0419266632055,98.3990939117717,103.309567900654,125.504810392429,100.727435925717,73.704918102325,80.9580968284878,92.8030846144113,116.118565303825,96.726648307518,92.0465894520499,145.858575506058,151.966546691016,166.969169910671,152.000378346384,121.01935541459,116.148518232539
"Clostridium symbiosum et rel.",386.186831052975,520.772482299507,468.07725846822,530.009875319975,500.149031792293,418.987883276001,566.527475290321,490.044501589402,595.290477452452,756.912726964067,675.24566769813,795.269669442588,779.499125176017,640.523379708168,403.669904683616,338.071485606711,561.63371248447,620.907543503915,988.252130644763,715.588481657113,370.838591291985,314.979655459278,413.160881574413,582.697435477085,413.312009234743,472.274580695137,261.042114668525,299.358158807406,521.86612276096,358.626673649198,547.512521267105,493.472126157639,425.813842470788,643.381526603793,601.620383722481,661.28422503353,457.959416640399,458.589427683217,343.643429151625,332.390508176907,581.907728878468,633.857419580683,448.649578339811,529.763606697785
"Clostridium thermocellum et rel.",54.7374957246721,65.5176446261575,71.4462170864848,65.1808451403545,54.1444547267906,59.5604887954531,56.1613406107974,66.9222421145074,60.4040773233158,73.4252391099436,61.3252346263064,71.6463760478752,62.199669612685,61.1748845296241,55.7421983144684,57.2097629149329,72.6114980306388,65.1508070800854,61.3283099169393,60.6709216978701,54.9670423658665,65.9504960761656,57.2530965463529,61.2515943742788,55.9118639480649,56.0826653670287,61.0713433906131,56.4495246179547,57.3207199136233,56.8173997269493,58.2685801863131,54.6499693998036,64.8455881499015,53.1332522254152,57.1006541098718,58.0797492514991,57.6706094215003,53.9892689397071,57.2668110653649,57.832559161574,58.7751145608499,59.1055319324191,73.8867942380311,65.3340919874152
"Collinsella",152.587222749903,219.686070562819,279.73635842371,248.223554787508,78.0887604003588,86.7062106229301,132.169365978212,201.573429965308,111.103230940775,113.345506251431,165.835793812975,184.523721650989,112.028431725918,110.593636378513,121.336531910259,168.372225257176,91.508295514748,89.6616744618782,96.568672506704,97.0101774017426,118.274719167178,166.176591989489,136.080985628254,178.703969349112,213.825128420244,244.847300366393,274.064162258605,239.817040647338,121.899551946341,126.774130393892,206.508351400126,229.107650995594,260.050583725427,304.029518709903,92.137233592591,93.7319140660261,209.823031162566,266.477946799656,181.849949734856,180.10510624157,115.241408011358,101.126020226832,158.226534044667,148.647244908456
"Coprobacillus catenaformis et rel.",161.845438465217,180.803034144096,109.24747529279,114.746237597393,166.048239417681,152.785569482551,62.8511804565677,70.7091943988489,195.482791905238,243.853601271627,101.892024489869,100.443675932893,65.6614166152224,69.7141882654142,71.8594410824434,73.3865389347838,140.711861948731,149.710027219016,161.953832377134,148.18623354336,102.637006765356,114.354211063709,197.622378408514,186.982623891605,125.691186594161,136.313285185732,71.3970582862565,71.8412263225661,115.864099626337,111.091460183339,103.244689680357,120.273921804121,59.0842314887598,83.9866334223204,104.742781592097,163.599681298223,146.93138584403,255.047440429744,94.8057313367161,101.696741035641,124.369096941977,107.15558550382,141.90772584478,108.192064019679
"Coprococcus eutactus et rel.",561.229009894043,813.459063753828,1076.20267848505,1186.30562246454,1172.18636991453,1385.99045185297,857.700048024877,728.734612652188,1197.98356169678,975.949811967666,1156.73962755929,869.360501866444,1266.13968171057,1260.25677785351,567.388362838034,648.865926895444,793.828378649455,866.363246843018,548.250396969872,629.22673752662,1081.73411134685,923.130356989535,948.002001839418,951.094799489275,728.234041309427,882.560081588283,337.313974994324,422.408332587063,781.345075300561,897.326977274618,1068.35703803528,912.6028871599,1347.24907744632,1851.55900024247,1007.43866950197,1211.55203619623,1088.62020059553,2038.12602785749,802.467976485222,784.62185122247,1762.24144996384,1863.66332475849,1052.44737761265,1456.90654403457
"Corynebacterium",58.8043407091159,63.9453138138372,70.1476695659194,61.9549941617243,57.0580340579248,69.7960381209154,55.8943750685755,68.0351961603951,66.1095380422929,80.3035993649477,60.1572366725043,71.6570419719768,59.5292672895773,66.5535554513926,59.8276317332539,58.89327611486,62.0677839617531,73.8240831413062,60.693822132946,69.3406921405631,56.4877907573659,61.3714187663913,61.2088460175726,64.4863935873525,59.2110255447271,60.0306113447575,59.2387499209167,59.8232096691521,58.2788431653233,59.7134550604881,55.971332608727,55.3985721655728,57.3162632234881,54.0982608271903,60.1587272791682,61.4765772497418,60.4365592063867,60.3153908113895,55.4325278801254,57.7449712296142,62.1950466954945,57.2640799669728,75.8436700390302,73.9841540714408
"Desulfovibrio et rel.",60.9618041978238,75.2026826677961,89.6074719994379,79.3837230074384,58.1587106632788,73.2966613246813,62.011821689995,99.0699240205424,69.4091491459021,101.687895177024,64.2547021705014,92.1891645963849,74.1827811297508,74.5971966904796,56.1685178214674,55.9846762963914,100.923753684634,111.175809735804,74.9277362082175,79.5917032064123,58.9388505597033,86.1140071586678,66.6522229016057,81.476523617588,58.8924619180551,62.6382560058129,58.0819727673596,59.7537627153333,64.5083651516727,65.0825827489371,64.6465432359544,63.0206435307383,68.4758946406883,77.1435330956402,65.9503225231351,69.189636314344,60.0946439972047,62.0045159600411,63.6544263291228,62.9027569331567,69.5539017490314,62.7083479391049,75.5475691113623,74.7727839521282
"Dialister",80.1723459937155,110.816376590984,161.685649448488,193.679827641927,61.6299686007041,68.9984160552342,66.4113468519148,58.830757907454,122.678720175153,196.818333287119,73.6028448492575,78.6612207990969,175.733179955642,144.906193960949,57.2654186499601,55.9874328577571,397.502424925305,288.275076565322,58.7357030560624,58.5806851922128,95.2035033188346,136.28946041358,58.2797444892358,63.001819350234,53.9544145951326,54.7022320936727,52.9673192267527,54.1829979516249,68.2932785724748,55.9590099544808,65.4933927049566,178.907566672395,75.35048518714,77.287783628191,58.7417305872426,57.0801695452007,457.517682243809,144.674497617299,318.215744352278,273.619888650189,348.833306307915,338.575954216798,59.2425867240307,56.2992064037983
"Dorea formicigenerans et rel.",479.368988625815,656.941569290516,439.895755794055,535.582249017551,509.669411534025,561.272138231082,691.576666014457,612.162585142833,905.05110798731,648.094993373031,810.260204746394,612.330213091639,919.352872864818,978.633653760014,353.834509515081,390.660980256461,649.698995090199,639.930073128295,1254.28310374389,1215.00348863964,443.889478452776,382.07257567936,475.36517825128,525.74389802438,606.612790627847,719.027963582392,410.268847594239,380.485042244159,369.750890899596,454.643353271937,605.226936375298,609.213723534817,552.880808065152,630.199989512209,595.035587550817,840.218992517861,682.933168439355,913.504864855647,526.023887603172,540.170773682963,1017.59612500628,1019.75281785736,443.21626030194,496.600661571779
"Eggerthella lenta et rel.",75.4603346957132,84.9281417778028,86.7603934129266,82.75729959133,97.4646495800959,113.339802495067,97.8705702969346,109.295171077131,127.093033047098,131.010832783701,78.3935643730818,107.740217987454,108.658045144458,107.358151343539,90.2024052130981,106.683820700328,103.395722573858,94.0393005784916,102.895609288563,97.1588518033447,65.4852228242647,78.7882003629552,87.3199419529847,103.594017535805,85.6363668508753,83.9247992937674,110.462761355242,128.264747673389,64.4074709320505,67.3938561069014,75.2151712876137,81.5830421236551,92.0195194226593,105.581847929395,67.5249866088776,76.7460957840316,85.1396206936699,81.0410005472876,137.683402190402,144.801017486471,112.64260599883,97.1196787429488,88.2381651188446,89.3332031343674
"Enterobacter aerogenes et rel.",72.3907155882109,74.5818990704052,86.3871112973496,75.8643529180203,70.8166094716314,71.41894710426,67.3625546266315,77.067946731556,79.127669026087,83.4801847258391,66.0209304027444,84.9059320869041,68.3867743669802,76.9773217739334,66.1188739681796,65.5253646814981,103.292759201955,88.1445293494931,74.1771978297186,72.5174179302765,73.5770045769611,85.222730488911,71.7090571328343,73.6723510373651,72.5392180209804,69.5486799708917,82.1127111542395,146.875579344742,66.4014105899047,65.6077010397061,79.7313866565018,70.3719710027526,67.5890157766951,64.5479052288394,78.6117293748346,124.781980316063,69.3727250140331,67.6310145477005,65.2147357326866,68.0289103426828,77.8905037834531,78.7004060987648,66.5579502384639,68.4151867692186
"Enterococcus",67.538267613854,73.7819356791351,77.4508051695758,70.8655363681005,107.851616221221,68.7209093079103,68.5609026857515,82.7681002097889,103.433135894851,83.4137090452229,69.9382573557004,87.8321673931742,98.2929774574815,110.1472370028,62.6300185272005,62.2278721032268,74.957477557563,78.9434615931557,84.1176888277241,84.2718874022227,62.2500913491533,76.5049653648576,69.9706135151216,71.2683264141241,68.4015795602744,68.6935076508892,63.697354595128,65.2094038034236,62.1111724794225,63.1337329065376,61.0586476015174,62.3356918827798,59.5809039621362,63.2694841897206,79.0730507978915,109.263163513516,66.0669591954357,74.9290445300366,70.1710862783726,71.0973726550145,76.0936185631043,70.4651605763082,72.669053924342,72.8864635613731
"Escherichia coli et rel.",60.1022789487101,60.8516524472725,64.2399594615365,62.9702500894608,60.9215106993044,66.6278316764532,63.7530367610737,68.8599644464633,76.6067485431138,66.148385979571,62.7479881035053,78.6334763251294,66.3045383795537,61.4209254740593,64.0318056241236,124.651917925537,65.2373138633836,67.064722780267,71.4836829917421,64.1391783050689,61.8329531466638,63.2027957562176,67.0243189455628,64.2132617805524,61.0756225889972,60.5601315694093,370.408676026382,70.4723111603453,60.0758373902651,60.5132634086315,59.8135642648461,70.5083124744605,57.0952693906119,61.7932093205387,65.9650218858202,73.6263458545507,61.1512726123414,67.9015950833266,60.9465431859022,64.12586427602,71.6507937228922,63.4183832190997,60.0270783234506,61.1064899112109
"Eubacterium biforme et rel.",124.409534464647,135.195716102573,116.17253891571,126.943276869819,90.0565679467671,90.4688530938091,145.70546150527,134.455579278118,81.6954531943226,89.0749568426157,86.5533546522785,71.4977259279645,106.466843045803,134.95024130085,499.920150500598,606.818283597148,74.1972777236497,71.7312052327322,74.725741298193,72.6236250752014,111.693922760332,144.084436605081,110.129088849472,113.547655324452,418.792398320157,410.817676098284,226.215018665007,306.357683081262,101.37187600768,109.011497604436,114.273332371595,120.077903288935,266.115707324844,342.806373209522,96.629477610266,100.037089069415,117.492855748038,137.149862768871,106.70284496904,89.2654069982422,119.741196566957,109.645928461672,81.2026834345897,83.1110245925238
"Eubacterium cylindroides et rel.",57.966881076802,61.7737159914697,61.5795819599131,64.3652528056473,64.1740979555852,67.1297379521633,55.4396182214508,58.4312898412571,134.10406714175,111.711366879531,68.0549305475889,87.2470361006908,283.30932843547,254.021279363085,54.2816796568339,55.5582506658301,78.8852122973435,74.2497296726137,111.45800306895,138.420140218388,66.6008088326743,62.656490432445,60.4265196853356,62.4548094845709,57.471316015953,57.2479670156722,54.7084466285016,56.5644657412816,58.1489297975117,61.8935932748282,53.4617310025925,53.5578110097944,53.8835949446496,53.8166151616222,59.8084774994606,67.0318233020817,59.1731408903652,63.8908005897848,54.1067419164754,55.1221445280748,110.406867916315,74.8222358969267,63.8671904189757,59.9002804951823
"Eubacterium hallii et rel.",1388.26620538933,1384.58405706068,1346.94289656066,950.055134684446,1763.82806877092,1968.86000550983,1349.83454135765,1208.73605425546,2447.58960019462,1266.81884900741,2085.17243777776,913.821081879803,2955.15537611401,3023.31056708107,830.114095492668,1253.15840176137,1705.10772522353,1424.62573370763,1751.65177605315,2243.56496153315,944.937984898689,1413.17002044163,975.280705527663,978.173643958846,2307.08695826755,2067.81271228178,2140.50675922734,2836.35226203883,1523.42026912833,985.133191727504,1630.77392466062,1527.52335335109,1474.29622436591,1632.59075658425,1077.29561570962,2179.35849815029,1017.46638166116,2033.13953577795,1894.27345009352,2087.79483424889,3436.76193525604,2754.08275643547,1020.26276475205,1184.07325098634
"Eubacterium limosum et rel.",65.9744794334185,65.7418954372223,65.3568883152974,65.735814313686,67.9796210981958,63.5105563801406,72.8087142513961,74.2460150399743,82.2187329255617,65.7862835772908,77.0998640800372,75.3196332677426,92.4468061477999,91.9615732322619,65.5208568340113,63.7913194190091,76.4122760844218,79.6414871585465,72.7335392014423,86.4085906985062,66.3323137170551,68.2102106548206,70.1584172433478,72.5500138090921,69.5121897482136,66.5055248651178,77.6207772133187,71.824124167107,64.5638259186196,61.3927220362417,68.7045674381647,69.8792679526263,65.4109723066585,67.9646760432711,70.8786398568733,97.0261578524601,65.2977836876563,77.3680816347914,70.7405677215975,71.6897852397431,78.7931222290348,73.4353307452163,67.7393370464999,66.4496634085903
"Eubacterium rectale et rel.",578.309935146325,563.30274117603,438.154158199648,485.708972259547,507.27940470116,384.407445502431,676.388145764001,515.262616038707,459.788785472198,489.525788086026,640.564261273962,296.127081010133,598.688037824292,490.099389785807,464.181805121794,390.292063070829,298.560710148524,510.136451306491,317.942539449141,282.020012882281,561.431583525454,267.051034405875,457.076161140655,588.413232061383,902.811585446888,942.118355966138,329.814956345288,309.777165269357,626.382452443988,635.508329587269,675.076809354719,645.631341867593,935.795847580475,880.078037932988,531.61170163354,582.138430655439,603.407575549114,542.413623746322,423.101966884007,393.819424667821,469.347810598145,596.182298217208,493.142501621591,626.408178885837
"Eubacterium siraeum et rel.",94.6407562055356,91.1979626659912,95.8537354945588,113.570273243554,115.683900354488,115.142861415278,102.256892718923,108.963542706665,105.453462162278,93.6436732521617,159.713342703719,126.07694125214,101.756426000464,101.041185315033,124.864877279115,119.890901572036,100.085466922572,113.500834995918,116.374976782847,205.08330482513,118.520330124323,101.396673534176,171.884794723297,110.534903393833,104.191760759712,94.1158941489469,159.288489372928,171.776928222576,212.19564019773,234.833233430707,167.968859029365,124.805689177326,80.6655159476552,118.336954225209,63.6452458562458,68.8598616498058,117.665951016407,102.060719511208,137.494059750487,144.856222626683,83.8715674259152,103.854341179451,103.893123669063,83.1000519589943
"Eubacterium ventriosum et rel.",578.08112762745,585.327958342605,192.642631430123,208.451354710237,442.729448734762,359.684963534138,708.327769674491,575.797143631216,1046.52521661356,1177.59645165153,597.011699344008,695.142547729288,1048.84272632455,943.470973785693,432.751046839934,271.927113148314,304.311838861003,466.699321021097,210.510619882716,224.795473414922,400.088694141194,432.428250374609,352.691369878735,444.540625282847,1225.01730861112,1125.03429182962,482.497052948278,584.876871991622,419.182996255429,298.683132530793,645.544661200408,600.689911469643,459.569555473971,447.336807185078,640.529188733888,915.052867985777,518.752105162918,641.016869309608,343.459075825139,385.382296229587,452.576034839863,841.364066875601,973.156653868012,879.685067890769
"Faecalibacterium prausnitzii et rel.",3382.55241460353,3585.32658891778,3178.43546759463,2304.5776584697,3374.15882994663,1620.42250965499,2259.29532362586,1332.67070748811,439.748619234783,804.88081487003,2244.27549860754,1658.17904103178,551.216391643639,321.387061782433,4350.37964356203,3451.56885151144,299.038919328709,420.360303491664,1219.05378242101,989.555728591824,2320.24668181873,1145.52467681885,1219.37862896572,2548.24118335323,3490.0379225314,4509.44606981952,541.161171344255,383.953840752793,3482.93573073661,2487.96035064823,1317.26770731235,1448.3481293597,3686.6259178923,4974.246872252,1940.05209434635,1889.59547573021,2565.04101593434,1246.89518992029,710.10333688781,573.734381415475,890.63315317724,1899.62651787392,1793.71405173698,1463.43456450262
"Fusobacteria",59.639231932035,66.6966653658139,67.8319926215303,64.9117597577766,56.0022533204538,55.9211437749528,57.1070250645952,64.5813066948663,65.2304246436303,69.1541278119721,61.5099497657745,70.1767804765018,60.6375360902771,59.0170554199126,54.6547558032024,54.4429477230152,62.2944839267818,66.5330043499882,60.6813738917155,61.8848693496597,55.7067165854311,59.4926483896544,64.151745772695,65.8385828587465,61.8509823230912,59.4338392497664,53.8359480199186,56.0206960401885,57.3739102124693,55.4473830451563,56.6134019465368,56.4215221384036,56.4152537367454,53.7673196596612,61.8553038919052,59.2396811016105,57.7062667761297,55.3491167116418,53.0138504231403,56.4120502135417,59.467452501155,57.5021423206408,57.9738930508147,61.2124553044778
"Gemella",69.0903379919482,61.1914761011593,60.3486958215653,58.7780397879673,56.0440624615138,57.5604550225107,70.4123577462425,60.6341229390999,58.7096914996528,61.0608442402503,58.5892146315016,62.0260928935363,61.4661670195396,58.8459705172602,56.2992473159746,57.860709618375,67.1636743973776,62.6492502006214,64.2441403279706,72.1775151349386,54.8355768854113,56.1071977656695,56.8470451130803,61.4667972065857,64.6083026635146,60.9681955181651,52.5150622072143,53.8990479248428,64.4568666550121,63.0892300106057,57.5526343280148,67.4030719343516,54.5079531270922,58.4817963112723,62.757084779587,74.8350031362118,67.4394298509452,68.8074597422148,54.7989540379427,54.5044102087125,56.183358725385,59.8844835443713,60.8066643875372,59.873188473827
"Granulicatella",87.2491505800483,65.6831012650158,71.2391169152341,61.8721353745573,122.792172590379,60.9568429318156,97.6368527316404,94.5278073112054,84.4606970518674,60.845913608429,75.064600361264,68.1756922556879,95.8420998315514,111.231749628207,67.2927451481397,72.3388862291004,65.6917671366071,73.5191604086605,101.904595376465,99.1005659341941,63.0309465976036,56.8439743179187,67.2829828843765,65.4003455951469,85.2003177785072,77.4791487662445,62.6161396026294,61.7366338236541,60.2365235400465,67.0925677065789,65.9041090594679,73.9936833264589,58.4060503378333,80.9777932449146,78.3917362408788,127.152223342911,74.908278230042,120.614359538387,71.6661274328088,68.7530899643991,68.8223066549794,72.4583773544296,63.188710732274,70.7667767572251
"Haemophilus",62.1141919578509,57.0980312421982,62.8343651969677,62.5162759090017,70.9589473452015,80.4254153791002,66.3307290056688,60.8285754303445,58.0999249385729,59.0568915593723,57.9032049896018,69.8386060891543,66.7823398328082,64.1464436644115,61.185337326232,85.4921788156896,66.9341986290154,68.5014314902339,58.7127230167583,58.8847103634245,63.149391047169,62.5706546856078,72.1378034650563,60.5000537426423,55.7858841598904,55.3378831002491,229.527181846204,111.297415296272,69.4902532407017,62.0628238268384,68.6152615816847,63.4234706871862,59.6495689799044,62.1294276802678,91.3958030906457,212.373384748407,55.9701949115299,73.9011272286468,61.6670921684759,68.1575936994777,68.3418020380678,70.2685747317185,60.7467764196214,66.8493666405081
"Helicobacter",57.0623603066298,61.0730321099151,60.4662562031468,64.9630277082934,57.122136562496,59.866069277201,57.1927738041923,59.5158223183063,63.4136386046911,66.8752111640125,58.7964579684206,61.7150654918884,59.9637107111628,58.1829194462251,54.3472385909035,53.4856415790901,68.9570450107046,69.7159035151478,62.2252083576015,63.176714697873,54.209068401242,59.0744714650363,57.8419110689669,59.6101029224252,54.8222869371143,57.0590254203675,53.2568373241557,54.0440452070622,58.0485288765414,56.4254477325451,55.3065293917121,55.7691928478529,55.1828892461307,55.0131572225717,57.6692447485849,59.8980797774429,56.7514821095953,54.1851772124284,54.3013306124886,53.7387143715726,56.7284518872965,59.8808531284068,59.6639506956743,61.8073346016078
"Klebisiella pneumoniae et rel.",70.3893023488543,70.8228762715647,79.2448751398289,75.0240770834191,67.1058579537624,76.5688418230895,68.2520731331103,71.937789345449,75.8764883534183,74.6384586638743,67.8859680238006,76.1199732187252,69.1379610327608,68.1978778609375,70.9360975492202,90.2433545502134,89.9769082422819,82.1049133168868,79.881368254813,76.6795880853226,66.8168105275854,70.7456672115999,73.4856392939297,71.5332681725714,67.9842685877764,65.3700769329998,260.706836812648,101.402546833376,64.1788968027217,62.8261446364875,63.2850943247238,66.9804181082698,64.2074184937418,66.3729131911354,76.6959857236288,93.1636672432134,66.3120936750385,76.7704008872708,64.5859427616329,67.3828918354614,74.6103090821721,69.516880023816,64.2884291903771,65.1139247175285
"Lachnobacillus bovis et rel.",753.413094742979,827.289264584059,375.95425968851,412.20411167569,738.164317551859,388.6634943958,525.414364797471,359.574222816887,310.505894666695,296.254605459213,352.859130032456,184.56406550057,303.900967346198,367.987200721353,485.566953137717,543.581333325365,225.883904399226,309.825505184857,214.047087000378,241.442850309331,669.504111941535,222.542471271503,375.782651788766,455.968645479767,389.832606815941,350.73757480082,344.545507424625,275.579747798058,356.045889579266,369.275599483749,447.958807602868,371.005435810103,695.401687334105,557.861257682159,364.411003034989,443.308614041715,378.059446775879,386.959244681334,428.934704709626,396.012170847081,470.188759447665,508.463566740154,478.289453365223,516.996111683152
"Lachnospira pectinoschiza et rel.",325.383994112156,306.706657327346,351.047461564797,493.087604221707,291.677516779956,348.239904476726,650.236832338224,545.10507663064,224.081035636227,224.41678402475,356.048175578311,206.449196418503,601.367330484177,513.386251198127,449.81394077634,424.748527348674,206.759503560718,278.076294894226,332.687538634505,232.391074726439,480.552508102432,422.010152395805,347.385681356011,407.1399500858,467.663044025623,483.509748417843,277.943809156536,305.75352003612,369.652797474619,398.635267032189,568.537174025878,462.451932493664,365.354767536818,594.57992528245,592.647501833924,678.762170091331,479.931186259005,608.693552671613,424.973164779733,394.753144560362,453.357314917575,377.880319635522,385.055877980451,473.35254513965
"Lactobacillus catenaformis et rel.",54.0053388388333,52.2104738920918,70.6934900793773,53.5132511014902,49.8868638775086,57.5980773127082,80.3289527733629,51.6786167044121,51.2714640070589,54.833787478259,52.3999780135556,61.7178590407105,59.5599384052158,60.8951147074137,53.1337182122325,53.2628892163,53.1710191715959,57.091454726955,55.3762504129842,51.0127425942058,52.1911595403674,57.9199818058553,54.8011091524305,54.2162714645584,53.4438632362409,52.0510000586381,53.9402378875948,53.4816514172748,55.6111660732424,52.3472968595766,52.0316526913776,52.5285317169335,54.4607211922792,53.0172071885614,56.7360572253213,53.2831128976429,53.7387872879535,53.9066153290067,51.9146037799164,52.1226809926693,56.0091694335808,54.5001347128018,64.8037298346631,55.3468494600063
"Lactobacillus gasseri et rel.",71.5781220498979,183.148173933539,66.1205206206225,65.3799132061437,65.309757360318,67.935411606966,73.7404028123422,72.096318269408,77.1929131475198,65.1328941566161,69.3096258527906,71.0792992801098,63.1553021206198,66.9100284780849,64.1397965842584,62.0763672970849,118.90722810857,67.4993618799524,85.4272402394617,64.137786722604,63.4937410439659,64.3492125881381,84.8416194386068,63.9170680769825,81.2376863400358,66.5154012945579,62.9394742309326,64.0218544357534,63.0020674810356,60.4271791927868,59.8062300245702,60.4040827428629,59.3742157946494,80.2004640043261,60.2853828642782,73.5714305667568,69.6087181647097,64.4589586410744,84.9604770997056,77.5569579469378,65.0803430406882,65.9449134491583,62.1815026844538,65.1792072347672
"Lactobacillus plantarum et rel.",62.6852265947335,69.5554374559641,70.3058320889584,70.7937207155766,64.4052902847709,85.8581378847553,64.6967547572795,65.258371600033,74.2855626358241,77.0836645946145,66.1000615924747,92.1713409026689,61.3207201528273,65.0322278408494,60.8795512236655,73.4150299476565,67.9681481086553,70.7077374113455,69.4856145931758,74.9024636794821,63.2594056925847,84.8035450816558,66.4272103279057,69.0624575864922,65.4866423032966,81.9583243047565,57.6279602403447,64.781911750196,58.834008686291,57.8993072952104,59.6915564958794,59.4104776246596,59.6650229059556,62.2413123481445,62.4501939296626,67.2413866184424,65.1926378443232,79.4440869302091,59.426322977409,60.4655168412277,63.7080693136115,99.552434570597,62.9948393218929,63.9970813065231
"Lactobacillus salivarius et rel.",63.8854455964853,61.5181149665827,63.6712601919921,58.4515416012217,74.7804381117748,62.0427135018309,67.2989700330075,66.055147096081,78.8361089072725,63.7210886548247,66.314242726329,64.5477297437592,66.7650951971429,68.9402512559805,60.2929554154271,61.3735384577955,64.9111180845522,64.5706617604193,65.736300513454,68.7794976720002,59.2068959529211,60.8029137696591,62.3795186774419,61.3722349527594,62.8726606542009,60.699349520486,91.6147857931232,102.860800871964,59.0059906378804,59.2461297865854,57.3757397239087,59.2213325097533,58.3048191486241,61.1328766014682,62.1029174604717,72.8879355396685,63.1671634783126,66.2546546589193,62.9721937712027,62.5499109875446,64.6300696057409,63.33758429202,63.6742084618894,64.0922130945669
"Lactococcus",67.2467291666525,71.4719390823542,78.9697407771444,59.5584614461679,65.4435973413036,90.4326424079414,66.5034570577049,74.6173871158876,315.428935861801,67.7899137022116,101.14798797022,94.0215278837918,774.910161050365,178.726098436451,58.4332352610329,64.1775915811748,70.3721797395175,69.8112143497708,196.134174214495,141.624843201544,230.560865107804,255.817660404411,319.031642500225,186.485330800038,86.4604784042104,59.7927663015763,115.528722162979,59.004580374873,89.2252410902988,87.7670634522852,66.4958106799175,78.999834659103,72.5828390567696,98.4797813053113,62.5197158912622,63.684959705237,104.523663573132,133.362930053064,75.3202796279942,64.8166500416339,235.261273572917,56.6407556885316,74.3682426160782,63.3748689135248
